Job ID,Location ID,Title,Final URL,Image URL,Subtitle,Description,Category,Contextual keywords,Address,Salary,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID
2866306-A,HN,海外で小学校教員として活躍！ハノイで小学校教諭募集,https://kyujin.careerlink.asia/job/海外で小学校教員として活躍！ハノイで小学校教諭募集/2866306,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),ハノイにある小学校で、小学校教諭として日本語での授業を担当していただきます。日本の教育カリキュラムに基づき、子どもたちが安心して学べる環境づくりを行いながら、異文化交流を通じた豊かな教育を提供します。 主な業務内容小学校での授業計画の作成および実施生徒の学習支援・生活指導保護者との連絡・学習報告学校行事への参加・運営補助クラス運営や課外活動のサポート 勤務 勤務時間: 7: :50、1 日8 時間、週 5 日勤務開始: 2025 年7月から勤務可能な方 • 休日: 祝祭日の休暇はベトナムの法令に従う。 秋休み:1 週間 年末年始:2 週間 1 学期の中期休み:1 週間 ベトナム旧正月休み:政府の当年度の決定に従う。 2 学期の中期休暇:1 週間 夏休み:4 週間 福利厚生• 住居手当(本校舎内または隣接の職員寮)• 査証や就労許可にかかる費用の補助と手続きサポート • 医療保険および定期健康診断費用の補助あり• 学校給食の無償提供• 賞与年1回• 昇給年1回,教育 / 訓練 / 日本語教師,"","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",40.00triệu - 50.00triệu,,,,,,
2866423-A,HN,デザイングループ マネージャー候補(インテリア製品),https://kyujin.careerlink.asia/job/デザイングループ-マネージャー候補-インテリア製品/2866423,https://kyujin.careerlink.asia/image/,キャリアリンク(仲介求人),同社で製造するインテリア製品のデザイン。イラストレーターやフォトフォリオなどデザインソフトを使用。デザイン部が設計したものは設計部に渡し、製品化に向け設計していただく。勤務日時：月～金曜日/土曜日(繁忙期は隔週) 7:30～16:30年間休日109日以上年1回日本一時帰国往復航空券：会社負担海外旅行傷害保険：会社負担社有車送迎、寮入居(夕食、メイド、日本tv、光熱費)社員食堂あり,CADオペレーター（建築）・製図,"","Room 307, DMC Tower, 535 Kim Ma, ハノイ","USD1,800.00 - USD2,500.00",,,,,,
2866482-A,20,管理部門gmサポート  (物流企業),https://kyujin.careerlink.asia/job/管理部門gmサポート-物流企業/2866482,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),人事・総務・経理部門など管轄する日本人gmのサポート業務 日々のオペレーションサポート 業績管理 報告書作成など   勤務日 ：月から金（会社カレンダーにより土曜日勤務あり） 勤務時間：8: :30 ボーナス・昇給：1回 / 年 社会保険加入・民間医療保険加入・Visa/Wpサポート・その他応相談,"経理・財務,会計・税務,人事・総務","","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana, Bangkok, バンコク","THB70,000.00 - THB100,000.00",,,,,,
2866531-A,BKK,【語学不問/バンコク中心地での勤務】経理マネージャ (会計会社),https://kyujin.careerlink.asia/job/【語学不問-バンコク中心地での勤務】経理マネージャ-会計会社/2866531,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),複数の顧客企業の日常的な経理業務（仕訳、入出金管理、債権債務管理、経費精算など）の監督と承認。 各クライアントの月次、四半期、年次決算業務の計画、実行、およびレビュー。 クライアント企業の財務諸表（試算表、貸借対照表、損益計算書、キャッシュフロー計算書など）の作成と分析。 固定資産管理、減価償却費の計算、棚卸資産の評価など、クライアントの特性に応じた会計処理の指導。 クライアント担当経理チームのメンバーの採用、育成、評価、およびパフォーマンス管理。 チームメンバーへの指導、フィードバック、およびキャリア開発支援。 チーム内の連携強化と円滑なコミュニケーションの促進。   勤務日 ：月から金（基本：土日祝休み） 勤務時間：8: :30 ボーナス・昇給：1回 / 年 社会保険加入・民間医療保険加入・Visa/Wpサポート・その他応相談,"経理・財務,会計・税務","","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana, Bangkok, ホーチミン","THB80,000.00 - THB150,000.00",,,,,,
2866653-A,HCM,会計・税務経験者歓迎！ベトナム拠点での顧客開拓ポジション,https://kyujin.careerlink.asia/job/会計-税務経験者歓迎！ベトナム拠点での顧客開拓ポジション/2866653,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),【業務内容】・会計事務所における新規顧客の開拓（法人顧客中心）。・テレアポによる新規アポイント獲得、見込み顧客への訪問営業・ベトナムでの未収債権回収、M&amp;A・デューデリジェンス・事業再編・相続案件の開拓・記帳代行・税務申告・給与計算・税務調査（VAT還付対応）などの顧客獲得 【勤務日時】月‐金：8:30‐17:30,会計・税務,"","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.more_than,,,,,,
2866752-A,DNI,日本本社採用／40～50代歓迎・アパレル工場長,https://kyujin.careerlink.asia/job/日本本社採用／40～50代歓迎-アパレル工場長/2866752,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),【業務内容】ベトナム工場にて工場長を担っていただきます。同社では日本向け製品の製造を行っており、生産から梱包・出荷までの一連の作業（生産管理/製品の型だし/縫製/材料・品質管理、その他）を管理していただきます。また、日本本社との連携業務も行っていただきます。 【勤務日時】月‐土（8:00‐17:00）※工場カレンダーに準じます。,"品質管理または品質保証,製造管理","","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,500.00 - USD3,000.00",,,,,,
928671-A,HN,Pm（プロジェクトマネージャー）（東京orハノイ勤務）,https://kyujin.careerlink.asia/job/pm（プロジェクトマネージャー）（東京orハノイ勤務）/928671,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),"【勤務地】 東京かベトナム・ハノイでお選びいただきます。 出張ベースでの行き来も可能です。 【多種多様なプロジェクト】 ■Ruby on RailsやLaravel(PHP)などのモダンなフレームワークを用いたWebサービスの開発。 ■Java(Struts, Play Framework, etc)やC#(.net framework)を用いた大規模基幹システムの開発。 ■グローバルマーケット向けのスマートフォンアプリケーション開発。 ■IoTや機械学習分野など、カッティングエッジな技術を適用したプロジェクトの推進。 【ツールの活用】 ■Redmine, Jira, Backlogなどのプロジェクト管理ツールを活用した開発プロセス管理。 ■GitHubを活用したソースコードレビュー。例) 3名+リーダー1名のレビューでマージ可能。 ■自社開発のci/Cdツールを用いた継続的インテグレーション/デリバリ。 ■zoom.us, appear.inやChatworkを用いてグローバルチームでのコミュニケーション実施。 【スキルセットに応じたご活躍も可能です】 ■上流工程での業務コンサルテーション、それに基づいたシステムの基本設計。 ■プリセールスエンジニアとして、新規・既存案件のセールスに参画。 ■全社pmoでのプロジェクトを横断したオペレーション改善施策推進。 【この仕事で得られるもの】 ■エンジニアやWebディレクターからプロジェクトマネージャへ、日本の階層的な仕組みでは難しい、キャリアの飛び級を実現することが可能です。 例) 29歳：開発リーダークラスのc#エンジニア 入社1年で40名のシステム開発チームでpmとして活躍。 ■日々様々なサービスの構築を目指すクライアントがベトナムを訪れています。企画段階から数多くのサービスアイデアに触れながら、それを形にする経験を多く積むことができます。業務分析のフェーズからプロジェクトにコミットするシニアメンバーも在籍しています。 ■各拠点以外にも、ロシア・カザフスタン・ナイジェリアなど出身のメンバーも含むダイバーシティな組織のなかで、グローバルチームでのリーダーシップ・プロジェクトマネジメントスキルを育むことができます。 ■多くの優秀な日本語人材を抱えています。海外で生活しながら、日本語会話可能なBrSEや通訳者と共に、日本語を中心に日々の業務を推進していただけます。 ■もちろん、英語が出来ることでプロジェクト推進上のコミュニケーションパスを広げていただくことも可能です。    ",IT,"","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD4,000.00",,,,,,
1193212-A,BD,建築設計技術者（日本人）,https://kyujin.careerlink.asia/job/建築設計技術者（日本人）/1193212,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),①設計会社に指示し、設計業務（コンセプト設計、基本設計、詳細設計、行政申請書類 作成）の推進 ②工事期間中のデザイン•仕様変更対応 ③ベトナム人設計スタッフへの技術指導,"建築・土木,CADオペレーター（建築）・製図",分野 - 機械設計,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00",,,,,,
1200961-A,,法人営業（ワイヤーハーネス）,https://kyujin.careerlink.asia/job/法人営業（ワイヤーハーネス）/1200961,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),営業活動全般 クライアント及びサプライヤーとの提案、調整、交渉 見積書作成 レポート作成,営業・企画営業（法人向け）,"日系企業,法人営業,営業","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana, Bangkok, バンコク","THB60,000.00 - THB75,000.00",,,,,,
1300496-A,HP,フォワーダー営業,https://kyujin.careerlink.asia/job/フォワーダー営業/1300496,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),フォワーダー営業職として、既存顧客へ各部門と連携しながら納入～納品までのクロージングを顧客窓口として対応頂きます。,"営業・企画営業（法人向け）,貿易、国際業務,物流","","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00 - USD2,000.00",,,,,,
1304091-A,HN,営業スタッフ(引っ越しサービス),https://kyujin.careerlink.asia/job/営業スタッフ-引っ越しサービス/1304091,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),〇引っ越しサービスの日本人コーディネーターとして、お客様の対応。※対象顧客:ほぼ8 割が日本人の方となります。 〇レポート作成 〇語学の業務比率は日本語８:英語２(主に英文ドキュメント) 〇研修アリ   勤務時間：8: :30 勤務日：月～金 手当：Visa、労働許可書取得、海外保険,"営業・企画営業（法人向け）,サービス,物流","","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,700.00 - USD1,800.00",,,,,,
1336994-A,HCM,総務経理スタッフ（会計・コンサル）,https://kyujin.careerlink.asia/job/総務経理スタッフ（会計-コンサル）/1336994,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),人事活動とその管理業務 労務管理全般業務と総務部の人材管理 経理の管理業務,"経理・財務,会計・税務,人事・総務","","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,700.00",,,,,,
1353342-A,24,ビジネス デベロップメント マネージャ ー(エアコン・家庭用電化製品),https://kyujin.careerlink.asia/job/ビジネス-デベロップメント-マネージャ-ー-エアコン-家庭用電化製品/1353342,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),セールス＆マーケティングチームの統括（エアコン・家庭用電化製品） 会社のストラテジーに沿ったセールスプランの作成・実行 会社の目標や市場にあった製品開発を立案する 効果的な営業方法を確立、チームメンバーをリードする  ,営業・企画営業（法人向け）,"製造,英語ビジネスレベル,営業,タイ","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana, Bangkok, バンコク","THB80,000.00 - THB85,000.00",,,,,,
1380461-A,BD,セールスエンジニア（水処理・化学）,https://kyujin.careerlink.asia/job/セールスエンジニア（水処理-化学）/1380461,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),セールスエンジニアとして、新規を含めた受注営業を行う。 お客様の要求を自社内のチームで対応するが、その管理を行う。 アフターケアとして、メンテナンス、修理の対応など。 （設計などに特化された方の場合には、お客様対応はございますが、設計寄りのお仕事をご担当頂く事を検討致します）   勤務時間：8:00～17:00勤務日：月～金曜（第一土曜のみ出勤）,"営業・企画営業（法人向け）,建築・土木,エンジニア","","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00 - USD5,000.00",,,,,,
1432088-A,20,営業（オートリース）チョンブリ支店,https://kyujin.careerlink.asia/job/営業（オートリース）チョンブリ支店/1432088,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),主に日系企業を対象とした、自動車リースの販売促進（既存・新規） 上記に関連する他部門との協業 トラブル対応 チョンブリ近郊工業団地への営業有り（会社所有車を運転）  ,営業・企画営業（法人向け）,"日系企業,タイ語日常会話,経験者,英語ビジネスレベル,営業","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana, Bangkok, バンコク","THB50,000.00 - THB70,000.00",,,,,,
1449345-A,20,営業 (空調用ダクト製造・施行会社),https://kyujin.careerlink.asia/job/営業-空調用ダクト製造-施行会社/1449345,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人), 建築業者への新規開拓営業および既存顧客との関係維持向上     勤務日/時間　：月曜日から金曜日 (隔週　土曜日)　8時から17時まで 昼食費補助・医療サポート・制服支給・その他,営業・企画営業（法人向け）,"","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana,, バンコク","THB80,000.00 - THB120,000.00",,,,,,
1455111-A,11,営業（システム エンジニアリング カンパニー）,https://kyujin.careerlink.asia/job/営業（システム-エンジニアリング-カンパニー）/1455111,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),主に日系元請顧客（建設・建築）への営業 （就業開始後、数ヵ月間から1年間は、Ojtを含めた営業サポートが主となります。独り立ち後は、大幅な昇給が可能です）,"営業・企画営業（法人向け）,建築・土木","","47 MT&T Building, Room 58S, Sukhumvit 69 Rd., Phra Khanong Nuea, Watthana, Bangkok, バンコク",translation missing: ja.web.common.more_than,,,,,,
1533288-A,HN,幼稚園教諭･保育士,https://kyujin.careerlink.asia/job/幼稚園教諭･保育士/1533288,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),ハノイにある日本人幼稚園で幼稚園教諭･保育士を募集します。「元気・やる気・勇気・根気・和気」の気持ちを大切に自分で考えて行動し責任のとれる子ども。協調性、社会性を養い、感性豊かな思いやりある子どもに育つことを目標にしています。一緒に作り上げてくださる方、自分の力で試してみたい方、子どもたちのために何かやりたいという方、応募をお待ちしています。･労働ビザの取得･更新と労働許可証の取得は会社負担･海外旅行傷害保険は会社負担･来越の渡航費用は自己負担(勤務2年で1往復支給)･昇給:年1回、賞与:年2回･業務内容次第で責任者手当あり･住居は自己負担。不動産物件の斡旋あり。･昼食は会社で支給。･テト休暇14連休/有給休暇12日間。,教育 / 訓練 / 日本語教師,"ハノイ,保育士免許,幼稚園教諭第二種免許","307, 535 Kim Ma, Ba Dinh Dist, ハノイ","USD1,400.00 - USD1,600.00",,,,,,
1535193-A,HN,プロジェクトマネージャー（ハノイ）,https://kyujin.careerlink.asia/job/プロジェクトマネージャー（ハノイ）/1535193,https://kyujin.careerlink.asia/image/,キャリアリンク (仲介求人),グローバルなエンジニアチームを束ねるプロジェクトマネジメントを推進していただきます。システム開発フェーズのマネジメントのみでなく、最上流からクライアントのビジネス領域にもコミットするコンサルタントとしてご活躍いただくことも可能です。 エンジニアキャリアからのステップアップ、Webディレクターからシステムサイドへのチャレンジなど、ご自身の経験をベースにしたグローバルなプロジェクトマネージャとしての第一歩を踏み出していただけます。様々なキャリアを持ったメンバーがプロジェクトマネージャとして活躍しています。 約 人のリソースを抱えるグローバルチームは、日本のリソース単価では難しい『やりたいけど難しい』本来あるべきシステム開発チームとプロセスの実現を可能にし、クライアントのサービス成功にコミットします。 【多種多様なプロジェクト】・スタートアップ企業の支援・大手企業のデジタルトランスフォーメーション・グローバルマーケット向けのスマートフォンアプリケーション開発。・IoTや機械学習分野など、カッティングエッジな技術を適用した新規事業の推進。 【スキルセットに応じたご活躍も可能です】・上流工程での業務コンサルテーション、それに基づいたシステムの基本設計。・プリセールスエンジニアとして、フロントに立ち、課題抽出。・全社pmoでのプロジェクトを横断したオペレーション改善施策推進。    給与 350〜800万円 勤務体系 10:00～19:00■完全週休2日制（土・日・祝祭日）■年末年始休暇（ベトナムにおいては旧正月休暇）■育児休暇■介護休暇■慶弔休暇※年間休日 120日以上 試用期間 あり（6ヶ月） 福利厚生 ■交通費支給■昇給（随時）■賞与（年1回）■各種保険完備■書籍購入制度■健康診断■服装自由■デュアルディスプレイなどご用意■自宅作業可■投資先の日本酒飲み放題■フリードリンク■フリー朝ごはん,"エンジニア,IT","","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,500.00 - USD5,500.00",,,,,,
