Job ID,Location ID,Title,Final URL,Image URL,Subtitle,Description,Category,Contextual keywords,Address,Salary,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID
503396-A,HCM,営業（国際輸送業務）(募集終了),,,キャリアリンク (仲介求人),日本人のお客様への連絡、アポイントメント、営業活動、フォロー業務など,営業・企画営業（法人向け）,"英語,求人","270 - 272 Cong Hoa, ホーチミン","USD1,500.00 - USD2,000.00",,,,,,
503397-A,,現場常駐管理者(募集終了),,,キャリアリンク (仲介求人),建築現場での工程・品質・安全管理、客先・下請業者との打ち合わせ ハノイ、ホーチミン、ハイフォン近郊などの建築現場（工業団地など）でお仕事をしていただきます。,建築・土木,"英語,海,求人,管理","270 - 272 Cong Hoa, ホーチミン","USD3,000.00 - USD5,000.00",,,,,,
503398-A,,Cadオペレーター業務(募集終了),,,キャリアリンク (仲介求人),Cadで施工図の作成、客先との打ち合わせ。 勤務地はハノイまたはホーチミンです。,CADオペレーター（建築）・製図,"英語,海,求人,管理,新卒,オペレーター","270 - 272 Cong Hoa, ホーチミン","USD3,000.00 - USD5,000.00",,,,,,
503399-A,HD,サービスアパート管理人(募集終了),,,キャリアリンク (仲介求人),サービスアパートメントの支配人。ベトナム人スタッフの採用。 入居者の募集（営業活動）。アパートの運営。,ホテル・宿泊施設サービス,"英語,ホテル,求人,管理","270 - 272 Cong Hoa, ホーチミン","USD1,800.00 - USD2,000.00",,,,,,
503400-A,HN,事務アシスタント(募集終了),,,キャリアリンク (仲介求人),総務を中心とした事務作業のサポート、データ管理、顧客対応サポートなど。,人事・総務,"英語,健康,求人,管理,アシスタント,総務","270 - 272 Cong Hoa, ホーチミン","USD1,300.00 - USD1,500.00",,,,,,
503401-A,HCM,女性日本人複写機営業担当者(ホーチミン)(募集終了),,,キャリアリンク (仲介求人),世界でも有数な日系複写機メーカーでの現地採用でのお仕事になります。 南部（ホーチミン市、ホーチミン市近郊の工業団地）の日系お客様の新規開拓営業を担当していただきます。,営業・企画営業（法人向け）,"英語,営業担当者,求人","270 - 272 Cong Hoa, ホーチミン","USD1,800.00 - USD2,200.00",,,,,,
514612-A,HCM,ゼネラルマネージャー（飲食）,,,キャリアリンク (仲介求人), 店舗管理全般（スタッフの管理・教育、仕入れなど） 新規店舗開発 日本側との連絡,"サービス,飲食 / アミューズメント","求人,管理","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00",,,,,,
543416-A,12,営業マネージャー,,,キャリアリンク (仲介求人),日本人窓口として社内、またお客様対応をする。 １．案件が動き出す前の相談を受け、現地スタッフと連携して、問い合わせに対応する。（例えば、マーケット調査、カンボジア国のルールについてなど。） ２．営業窓口として対応する為、サービス提案・スタッフとの調整・クレーム対応 ３．作業管理・日本人顧客対応 ４．日本語でのレポート作成,"営業・企画営業（法人向け）,営業・企画営業（個人向け）","日本語,英語,管理","No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD2,500.00 - USD5,000.00",,,,,,
514449-A,HCM,【急募】アパレル生産管理日本人（未経験者可）,,,キャリアリンク (仲介求人),当社は、日本のお客様よりの製造委託をベトナム工場で展開しております。 ホーチミン近郊とベトナム中部で製造委託を行っております。 工場での製造進捗と品質のチェックを行っていただきます。,生産管理,"日本語,管理,急募,労働","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,500.00",,,,,,
550554-A,HCM,【急募】管理部統括部長,,,キャリアリンク (仲介求人),ホーチミン市内にある2000人の製造工場において 経理部門を除く、人事総務部門業務を統括していただきます。 また海外よりの視察のお客様に対しても、英語で工場案内ができる方を募集しております。   +3000から4000ドル（手取り） +海外医療保険（2ヶ月間の試用期間終了後） +住宅手当（最大1500ドルまで） +ボーナス年1回,"経営幹部（CEO・CFO・COO等）,工場生産・製造（輸送用機器・家電・電子機器系）","英語,経理,管理,急募,労働","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD3,000.00 - USD4,000.00",,,,,,
521764-A,HY,工業団地管理窓口業務(事務),,,キャリアリンク (仲介求人),工業団地に入居の企業様に提供するサービスに関する日本人担当窓口。 例：入居企業様からのご相談・クレーム対応、入居企業様との情報交換会や各種イベントの企画・立案・運営、工業団地の土地使用権販売・貸工場・貸事務所の営業または営業事務、潜在顧客や視察団の受け入れ、工業団地のご説明・ご案内など。,人事・総務,"英語,企画,管理","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,800.00 - USD2,100.00",,,,,,
500782-A,HCM,縫製技術者（工場での技術指導員）,,,キャリアリンク (仲介求人),昨年より韓国企業と合弁で、主にカットソー製品（男女ポロシャツ、Ｔシャツ等）を製造する工場を設立しました。 現地作業員に、縫製の指導をできる方を募集しております。 日本語通訳をつけますので、日本語だけで問題ありません。   根気づよく、丁寧に現地作業員を指導してくれるかたを探しております。   *月曜日～土曜日までの勤務です。,仕入れ・バイヤー,日本語,"270 - 272 Cong Hoa, ホーチミン","USD3,000.00",,,,,,
503406-A,DNI,工場スーパーバイザー（5年以上の実務経験）,,,キャリアリンク (仲介求人),工場で、工場全般を見ていただく、スーパーバイザーの役職についていただきます。,生産管理,"スーパーバイザー,労働","270 - 272 Cong Hoa, ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
506389-A,HCM,日本人営業,,,キャリアリンク (仲介求人),①ホーチミン市近郊及び南西部地区全般のルート営業 （プラスチック原料納入先のお客様へのルート営業となります。） ②サプライヤーおよびお客様との英語によるe Mailでのやり取り,営業・企画営業（法人向け）,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00",,,,,,
506396-A,BKK,新規開拓営業（新規進出企業）,,,キャリアリンク (仲介求人),タイオフィス創設。その後、日本人マネージャー指示のもと、新規開拓営業を行なっていただきます。,営業・企画営業（法人向け）,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00",,,,,,
506398-A,BKK,工場建設現場管理者,,,キャリアリンク (仲介求人),工場建設（主に日系企業）現場管理責任者   勤務場所はタイ東部のチョンブリ県がメイン、その他アユタヤ県、バンコク等になります。,建築・土木,"管理,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD3,000.00 - USD4,700.00",,,,,,
522762-A,HCM,開発プロジェクト統括ディレクター,,,キャリアリンク (仲介求人),"General Description Responsible for planning and budgeting for projects in pre construction, execution and completion of the set time and approved budget. Overall management: schedule, cost and quality implementation of all projects.   Main tasks Development project in pre-construction period or from the start to the completion of the design &amp; bidding period. Planning and organizing resources including internal resource and consultants to carry out overall planning , design till start construction period. Strategic planning and management of the bidding for the construction package, supply of good and services for the projects to achieve progress, the best quality within the approved budget. Organize and coordinate related sources to make research, analyze and provide solutions solutions (if needed). Lead and monitor the performance of Project development department and all professional consultant to participating in the project development dept of pre-construction period. Support and advice the Bod in planning for project development issues. Deployment projects in professional style to match with all company’s projects.   *給与は、上限設定なしで応相談","経営幹部（CEO・CFO・COO等）,建築・土木","日本語,英語,デザイン,企画,ディレクター,管理,PR,IT","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
508741-A,HCM,Bpo(ビジネスプロセスアウトソーシング)管理マネージャー日本人,,,キャリアリンク (仲介求人),2014年7月より、現地法人業務開始。 ベトナム人30名体制で、ウェブサイトデータ入力代行業務を行いますが、その管理全般を担当していただくかたを募集しております。入力プロセスの設計は本社が行いますが、入力状況の進捗チエックと日本のお客様とのやり取りを担当していただきます。 入力代行の新規提案もできる方を歓迎いたします。 法人立ち上げ時の経験を積んでいただき、アジア他国でのお仕事と現地社長へのキャリアパスもご用意します。,サービス,管理,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,200.00 - USD1,500.00",,,,,,
558605-A,12,"営業担当者(2,500ドル   5,000ドル)",,,キャリアリンク (仲介求人),日本人窓口として社内、またお客様対応をする。 １．案件が動き出す前の相談を受け、現地スタッフと連携して、問い合わせに対応する。（例えば、マーケット調査、カンボジア国のルールについてなど。） ２．営業窓口として対応する為、サービス提案・スタッフとの調整・クレーム対応 ３．作業管理・日本人顧客対応 ４．日本語でのレポート作成,"営業・企画営業（法人向け）,営業・企画営業（個人向け）","日本語,英語,管理","No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD2,500.00 - USD5,000.00",,,,,,
569481-A,HCM,営業および渉外担当者（食材）,,,キャリアリンク (仲介求人),弊社が製造している食材の日本料理店と外食チェーン店への営業活動と お客様への対応窓口を担当していただきます。 日本本社でのお客様の場合は日本本社との連絡を密に取りながら対応していただきます。 お客様のご意向を踏まえながら、良好な関係を築いていただける方を募集いたします。 当初はホーチミン近郊でやっていただきますが、ハノイやダナン、ベトナム国内製造工場への出張もあります。   勤務時間；月曜から金曜日は8；00から17；00、土曜日は8；00から12； ドル以上（ご経験により相談可） 海外医療保険は会社で負担,営業・企画営業（法人向け）,"","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00",,,,,,
569484-A,BD,営業業務担当マネージャー,,,キャリアリンク (仲介求人),家電および車で使用される接続部材の製造メーカー様での求人です。 現在はベトナム日系企業、その他東南アジアでの欧州企業の工場との取引がありまして、 日々の輸出入業務のドキュメント作成の管理（ドキュメント作成はベトナム人スタッフが行います。） 日次月次営業業務のマネジメント、会社目標値の管理、 業務マニュアルの整備、当社グループ会社への対応やローカルユーザーへの 対応を対処していただきます。   US$3000（Gross　base）X13ヶ月での年収となります。 その他ベトナム社会保険は会社負担、試用期間終了後は日本の厚生年金に会社負担で 加入。 海外医療保険は試用期間より会社負担。 一年後の成績を見て、家賃補助をつけるかを判定。,営業・企画営業（法人向け）,"英語,管理,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD3,000.00",,,,,,
569487-A,,渉外担当（服飾関連）,,,キャリアリンク (仲介求人),お客様との対応を担当していただき、それを社内関連部署に通達して、関連部署と協力してプロジェクト（服飾の縫製の仕掛品、完成品についての品質検査を代行）を行なう。   *ホーチミンまたは、ハイフォンでの勤務 ハイフォン工場勤務の場合にはハノイからの送迎あり,営業・企画営業（法人向け）,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00 - USD2,000.00",,,,,,
516583-A,,コンサルタント(進出支援など),,,キャリアリンク (仲介求人),①既存の顧客企業様に対するコンサルティング業務 ②新規ベトナム進出企業の支援業務全般(中小企業主体)。 ③上記①②に付随する規制などの調査、最新情報の分析など。,サービス,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD3,000.00",,,,,,
544226-A,HP,商品企画幹部,,,キャリアリンク (仲介求人),製造部材の仕入れ、在庫管理、製品を日本本社に納品業務。 ベトナム国内の協力工場、資材の調達先を新規開拓する。 ベトナム人スタッフの指導、など。,人事・総務,"英語,企画,管理","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,000.00 - USD3,000.00",,,,,,
544234-A,HN,工場技術スタッフ,,,キャリアリンク (仲介求人),切削工具の製造・再研磨をおこなう工場での技術スタッフとして、勤務していただきます。 ベトナム人従業員向けに、技術的指導をしていただきます。,その他整備・生産・製造・工事関連職,"英語,管理,シフト,労働","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00 - USD2,000.00",,,,,,
544236-A,HY,工場長(車両),,,キャリアリンク (仲介求人),製造現場の管理者。   以下の業務の責任者であるとともに、ベトナム人従業員にも、教育指導していく。 ・マシニングセンタ・旋盤 ・ブローチ盤・歯切り盤(全て、Cnc：コンピュータ数値制御)の段取替え作業。 ・パソコンで帳票類の作成。 ・汎用旋盤で治具などの作成。 ・製品の修正など。,"生産管理,工場生産・製造（輸送用機器・家電・電子機器系）",管理,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD3,000.00",,,,,,
576379-A,HN,シニア営業マネージャー,,,キャリアリンク (仲介求人),・お客様・パートナーとの親密な関係を維持、発展させる。 ・お客様･パートナーのニーズを調査し、広告活動に結びつける。 ・営業レポートを作成し、それをビジネスチャンスに結びつける。 ・マーケティング部門と協力し、市場の情報を収集する。 ・プロジェクトの進行のため、関連部門との協力。 ・マネージャーから指示された、年間の目標を達成する。   基本給与： ～ Usd (Net) + インセンティブ,営業・企画営業（法人向け）,"英語,IT","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,500.00",,,,,,
579566-A,12,運用マネージャー,,,キャリアリンク (仲介求人),店舗運用に関する日本本社からの指示、またカンボジア現地法人からの指示を、店舗スタッフに伝えて反映する。,サービス,"","No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD800.00 - USD1,200.00",,,,,,
514610-A,,プロジェクトマネージャー（水処理関係）,,,キャリアリンク (仲介求人), WTP/WWTP/sanitary plumblingに関係する建設プロジェクトの管理、運営を行っていただきます。,"CADオペレーター（建築）・製図,施工管理・設備・環境保全","英語,管理,IT","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.more_than,,,,,,
514621-A,,法人営業,,,キャリアリンク,現在、ベトナムに進出していらっしゃる企業様の法人営業を担当していただきます。求人を検討している企業様に対して、弊社ウェブサイトへの広告掲載または、人材紹介のご案内・ご提案を行います。    主に日系企業様への新規営業、顧客開拓 ベトナム人候補者へのインタビュー、ベトナム人候補者の紹介    ＜仕事の流れ＞ まずは企業様に電話でアポイントをとっていただきます。 その後訪問し、企業様の採用ニーズをヒアリングし、その企業様に合ったサービスを提案します。 契約書の締結、受注後のサービス提供、アフターフォロー（企業様の要望にあった人材の紹介、面接の設定、候補者入社後のフォロー）までの一連の業務をお任せします。   *人材の検索は別途担当者がおりますので、担当者と連携を取りながら担当者が選別した候補者を企業様に紹介していただきます。 *ホーチミン　または　ハノイでの勤務です。,営業・企画営業（法人向け）,"英語,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.more_than,,,,,,
515917-A,JK,ゼネラルマネージャー（インドネシア）,,,キャリアリンク,弊社は、ベトナム最大級のリクルーティングウェブサイト http://www.CareerLink.vn の運営と人材紹介業を行なっております。   この度、インドネシア法人を設立するにあたり、インドネシア法人のゼネラルマネージャーを募集いたします。   業務内容 ①人材紹介・ウェブリクルーティングサービスの営業 ②人材紹介業務 ③その他、インドネシア人に対するマーケティングなど、経営全般のマネージメントをディレクターと共に行っていただきます。,"営業・企画営業（法人向け）,経営幹部（CEO・CFO・COO等）","英語,ディレクター","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
550623-A,HCM,切削プレス加工工程管理マネージャー,,,キャリアリンク (仲介求人),ホーチミン市内にあります2000人規模の工場で、精密小型モーター、その関連部品、電子機器の外装のパーツ加工を、金型製作、成形（プラスチック、金属）、塗装までを 行っております。 金属加工工程（Nc機、プレス機）の全般管理と品質保持管理をお願いいたします。,工場生産・製造（輸送用機器・家電・電子機器系）,管理,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,500.00",,,,,,
581379-A,DNI,現地法人管理・運営（プレイングマネージャー）(機械加工),,,キャリアリンク (仲介求人),弊社のお客様は自動車整備機器や関連部品を製造しており、今回ベトナム製造工場を立ち上げるに伴い、プレイングマネージャを募集しております。  ■ベトナム製造工場における管理業務全般（現場作業も含みます）  ■本社との連絡調整業務    ※入社後は、延べ半年～１年程度、日本本社にて研修を受けていただき、  製品知識や当社事業の全般について学んでいただきます。    （日本本社在籍時は、本社契約社員という扱いとなります）   給与等 US$2000～2500(Gross) 住宅手当200ドル    医療保険は会社負担、社用車の利用可、年一回の日本帰国の飛行機代支給 ,経営幹部（CEO・CFO・COO等）,"","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,500.00",,,,,,
550622-A,HCM,品質管理マネージャー,,,キャリアリンク (仲介求人),ホーチミン市内にあります2000人規模の工場で、精密小型モーター、その関連部品、電子機器の外装のパーツ加工を、金型製作、成形（プラスチック、金属）、塗装までを 行っております。 小型モーター、部品加工工程のいずれかの品質管理の統括をお願いいたします。,工場生産・製造（輸送用機器・家電・電子機器系）,管理,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,500.00",,,,,,
553438-A,HN,経理スタッフ,,,キャリアリンク (仲介求人),ベトナム法人の経理・財務に関連する業務全般を担当。 ベトナム人経理スタッフの管理・育成。,会計・税務,"英語,経理,管理","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD3,000.00",,,,,,
553462-A,12,投資サポートアシスタント,,,キャリアリンク (仲介求人),主に不動産の投資ビジネスのサポートをする。 英語のWebサイトを日本語に翻訳する。 ブログやフェイスブックを日本語で更新する。,サービス,"日本語,英語,翻訳,アシスタント","No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン",USD800.00,,,,,,
505147-A,,ラオス駐在員（プノンペンで数ヶ月研修していただきます）,,,キャリアリンク (仲介求人),数ヶ月間、カンボジアのプノンペンで研修をしていただきまして、その後ラオスの駐在員として、立ち上げ、開拓をし、責任者として働いていただきます。,"営業・企画営業（法人向け）,営業・企画営業（個人向け）",ERP,"No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD800.00 - USD1,200.00",,,,,,
506388-A,HCM,新規獲得営業日本人（国際物流）,,,キャリアリンク (仲介求人),2013年に現地法人を設立、日系企業様を中心に国内外の物流サービスを手がかげおります。コンテナに収納しきれない特殊大型貨物の搬送を得意としております。日系のお客様の開拓を御願いします。,営業・企画営業（法人向け）,"英語,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00 - USD2,000.00",,,,,,
506392-A,BKK,営業担当者(タイ),,,キャリアリンク,弊社は、ベトナム最大級のリクルーティングウェブサイト http://www.CareerLink.vn の運営と人材紹介業を行なっております。   この度、タイ法人を設立するにあたり、タイ法人の営業担当者を募集いたします。   業務内容 ①人材紹介・ウェブリクルーティングサービスの営業 ②人材紹介業務 ③その他、タイ人に対するマーケティングなど、経営全般のマネージメントをディレクターと共に行っていただきます。,営業・企画営業（法人向け）,"英語,ディレクター","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
506397-A,,日本人建築技術者,,,キャリアリンク (仲介求人),"当該地において、建築工事を含むEPC（Engineering, Procurement, Construction)案件の営業、見積、プロジェクトマネージメントなど",建築・土木,"英語,エンジニア,管理,PR","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD5,000.00",,,,,,
517866-A,HN,"法人営業（$4,000 $5,000・英語ビジネス）",,,キャリアリンク (仲介求人),鋼材専門で特に特殊鋼を得意とする日系商社様が新規開拓営業を御探しです。2011年に現地法人設立、加工工場とベトナムを東南アジアの製造営業拠点として活動しております。   鋼材の専門知識は問いません。法人営業を通じて、顧客開拓、関係性維持についての経験者を募集しております。 ベトナム国内だけでなく、近隣諸国への営業活動を考えております。,営業・企画営業（法人向け）,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD4,000.00 - USD5,000.00",,,,,,
522745-A,HCM,建設部門統括ディレクター,,,キャリアリンク (仲介求人),"General Description Control all construction project of Group from construction organization to completed projects.   Main tasks Goal planning and operation of all projects from implementation, monitoring, supervising &amp; speeding up construction work and reporting directly to the Ceo of group in periodically or irregularly. Coordinate with Director of project Development Group and Ceo of the company members to establish a overall plan “ Master time line” for each project and implementation plan as described to achieve four criteria: “ Safety, Quality, Schedule &amp; Budget” according to the development strategy of the Group. Coordinate with the Director of Project Development of Group to obtain the optimal design, and choose the best contractor for the project. Responsible for the monthly payment of contractors as well as settlement of contract at the end of projects. Closely coordinate with Asm dept, Customer Service, Building Management in warranty period according the criteria of “ Customer is God”. Detection, training the potential management staff, and build the management team inherited oriented of group’ development. Other task assigned by Ceo of Group.   *給与は、上限設定なしで応相談","経営幹部（CEO・CFO・COO等）,建築・土木","日本語,英語,デザイン,企画,ディレクター,管理,CEO(最高経営責任者),PR,Project Manager,IT","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
507083-A,HN,営業統括責任者（It企業）,,,キャリアリンク (仲介求人),営業活動全般。主に日系製造業の日本人社員とのコミュニケーションを保持しながら、顧客の要望を的確にベトナム人スタッフに伝え、引き合い、見積、価格ネゴ、受注、納品までの流れを管理監督。 さらに、非日系企業に対しても、適宜ベトナム人スタッフと連携して進める。 その他、It関係に不慣れな顧客からの問い合わせに対応。 日系顧客への営業活動、ベトナム人の管理をお願いすると同時に、ゼネラリストであり、長く会社を支えて くれる方を希望。,営業・企画営業（法人向け）,"英語,管理,日系企業,IT","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,500.00 - USD3,000.00",,,,,,
507084-A,HN,物流営業スタッフ,,,キャリアリンク (仲介求人),営業リーダーとして、ベトナム人営業(10名ほど)の管理業務。 新規顧客5割、既存顧客5割の割合で営業、フォロー活動。顧客は主に日系企業が中心だが、日系企業以外も担当する。 日本の代理店との連絡、クレーム処理など。,営業・企画営業（法人向け）,"英語,管理,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,500.00 - USD2,000.00",,,,,,
558344-A,,海外マーケテイングマネージャー,,,キャリアリンク (仲介求人),"家電および車で使用される接続部材の製造メーカー様での求人です。 東南アジア、オーストラリアにある家電、自動車工場への自社製品の販売活動をおこなっていただきます。 顧客毎でのオーダーメードの製品となりますので、対日本サイドの技術担当との仕様打ち合わせ、工場現場サイドでの仕様説明と値段納期交渉を行い、 本契約に際しては、100ページ以上の英文契約書の内容を日本語翻訳を行い、内容を 確認のうえ、契約をおこないます。 海外工場の本社があるヨーロッパへの出張もあります。 接続部材の専門知識は問いません。 法人営業を通じて、顧客開拓、関係性維持についての 経験者を募集しております。   募集人数 Binh Duong 1名 ,Bac Ninh　1名   US$3000（Gross　base）X13ヶ月での年収となります。 その他ベトナム社会保険は会社負担、試用期間終了後は日本の厚生年金に会社負担で 加入。 海外医療保険は試用期間より会社負担。 一年後の成績を見て、家賃補助をつけるかを判定。 　",営業・企画営業（法人向け）,"日本語,英語,管理","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD3,000.00",,,,,,
590931-A,HCM,財務会計、人事総務管轄部長,,,キャリアリンク (仲介求人),日系大手グループ会社が法人を設立するに伴い、日本本社の連結決算の対象企業になることで、月次ベース（翌月４日での月次締め）での会計処理が求められるともに、連結対象企業となることで、コンプライアンス等の日本での考え方、プロセスを人事総務等の管理面に も浸透させることも急務となってまいります。 ベトナム人マネージャーと連携を取りながら、業務を遂行していただけるかたを募集しております。,"経営幹部（CEO・CFO・COO等）,経理・財務","英語,海,求人,財務,管理,総務,会計,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
523099-A,HN,秘書,,,キャリアリンク (仲介求人), 日本人のアシスタント 日本のオフィスとの連絡 クライアント対応等,人事・総務,"英語,秘書,アシスタント,労働","270 - 272 Cong Hoa, Tan Binh Dist. Ho Chi Minh, Viet Nam, ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
594912-A,HN,営業担当,,,キャリアリンク (仲介求人),日系企業を中心に、既存先のフォロー・定期訪問、納品の管理など担当営業。,営業・企画営業（法人向け）,"英語,求人,管理,日系企業","R307, 23 Lang Ha, Ba Dinh Dist., ハノイ","USD2,000.00 - USD2,500.00",,,,,,
526575-A,12,日本語・英語通訳者,,,キャリアリンク (仲介求人),会社立ち上げ時に社内規定や、契約書などを翻訳する。 日本語で修正したものを、英語で弁護士に伝える。 日本からの日本語資料を英語に翻訳する。もしくは、日本へ送る資料を日本語に翻訳する。 お客様との通訳。 スケジュール管理など、秘書的な仕事。,人事・総務,"日本語,英語,翻訳,秘書,管理","No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD1,000.00 - USD1,500.00",,,,,,
563205-A,BD,工場幹部候補生(人事総務・経理または営業),,,キャリアリンク (仲介求人),当社はメッキ塗装に特化して、50年以上日本で事業をおこなってきましたが、 自動車、電機産業の工場が多くあるベトナムの日系企業へ安定した精密なメッキ技術を提供すべく工場を設立いたしました。   今回は工場での将来の幹部を目指すかたを探しております。 人事総務、経理または営業を志望されるかたを募集いたします。 ビジネス経験は必要ありません。   給与 英語のみ場合　1800から2000ドルグロス ベトナム語が話せる候補者の場合　2200から2500ドルグロス,"営業・企画営業（法人向け）,人事・総務","英語,経理,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD1,800.00 - USD2,500.00",,,,,,
534031-A,HCM,国際物流営業担当,,,キャリアリンク (仲介求人),来期の法人化を念頭において、業績拡大にために営業を募集しております。 アジアでは中国を中心に輸送網を拡充してきました。今後はインドシナ諸国から 中国、アセアン内での輸送に注力して行っていきます。 主に日系お客様への営業活動を行っていただきます。,営業・企画営業（法人向け）,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD2,500.00",,,,,,
536609-A,12,社長室担当,,,キャリアリンク (仲介求人),日本向けの報告書作成。 メールでお取引企業様の取締役の方などと連絡をとる。 社長室でのお客様対応。,人事・総務,"英語,新卒","Room No.232 st.274 Gray Building (PHNOM PENH Center), Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD700.00 - USD1,000.00",,,,,,
536613-A,12,営業担当,,,キャリアリンク (仲介求人),各支店への訪問。 サービスを利用してもらうための、プロモーションの企画、運営。,"営業・企画営業（法人向け）,営業・企画営業（個人向け）","英語,企画,新卒","Room No.232 st.274 Gray Building (PHNOM PENH Center), Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD700.00 - USD1,000.00",,,,,,
539925-A,BD,溶接技術指導者　日本人（年齢制限なし）,,,キャリアリンク (仲介求人),板金加工で小ロットにも対応できる体制で、図面作成、レーザー加工、曲げ加工、溶接、組立て、最終製品完成を行います。 溶接加工工程について、ベトナム人技術者に実施指導していただけるかたを募集しております。,工場生産・製造（輸送用機器・家電・電子機器系）,求人,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン",translation missing: ja.web.common.negotiable,,,,,,
539956-A,HN,法人営業（製造中間製品）,,,キャリアリンク (仲介求人),東証一部上場の関連の会社で、ホーチミン、ハノイで工場で使用する製造に供する 中間品や消耗品を手がける会社です。 業績拡大につき、既存お客さまのとの関係維持に努めながら、新規にお客様を 開拓できるかたを探しております。,営業・企画営業（法人向け）,英語,"270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00",,,,,,
539966-A,17,トラベルスタッフ（日本人）,,,キャリアリンク (仲介求人),チケットの手配。レストランの予約。ホテルの予約。交通手段の手配。インバンド、アウトバウンド業務。ガイドの管理。車の管理。,サービス,"英語,管理","No.232 st.274 PHNOM PENH Center, Sangkat Tonle Bassac, Khan Chamkarmon, プノンペン","USD600.00 - USD1,000.00",,,,,,
565176-A,HCM,担当営業　（日本人）,,,キャリアリンク (仲介求人),弊社は、廃棄プラスチックとウッドチップを材料とした 物流用パレットの製造工場をベトナムに持っておりまして、 営業活動として； その商材の新規開拓営業活動を日系企業様を中心におこなっていただきます。,営業・企画営業（法人向け）,"英語,日系企業","270 - 272 Cong Hoa, Tan Binh Dist., ホーチミン","USD2,000.00 - USD3,000.00",,,,,,
